Date,Dissolved Organic Matter
2018-06-16,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,0.5660311613721015
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,
2018-06-17,0.5767698511926036
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,0.5672213964985106
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,0.555721208401353
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-18,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-19,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-20,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,
2018-06-21,0.5901304701049024
2018-06-21,0.5632421757137687
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,0.5344445182602537
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-22,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-23,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-24,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,0.5495215020678881
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,
2018-06-25,0.5762518798503383
2018-06-26,0.5429995010860857
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,0.5875956226925604
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-26,
2018-06-27,
2018-06-27,
2018-06-27,
2018-06-27,
2018-06-27,
2018-06-27,
2018-06-27,
2018-06-28,
2018-06-28,
2018-06-28,
2018-06-28,
2018-06-28,
2018-06-29,
2018-06-29,0.5521035776114442
2018-06-29,0.5855532469449728
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-29,
2018-06-30,
2018-06-30,
2018-06-30,0.5643513919528667
2018-06-30,
2018-06-30,
2018-06-30,0.5507123727668692
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-01,
2018-07-02,
2018-07-02,
2018-07-02,
2018-07-02,
2018-07-02,
2018-07-02,
2018-07-03,
2018-07-03,
2018-07-03,
2018-07-03,
2018-07-03,0.5257251603768933
2018-07-03,0.613393917096337
2018-07-03,
2018-07-03,
2018-07-03,
2018-07-04,
2018-07-04,
2018-07-04,
2018-07-04,
2018-07-04,0.5860185626184284
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-05,
2018-07-06,0.5797227707308995
2018-07-06,
2018-07-06,
2018-07-06,0.5312518443421168
2018-07-06,
2018-07-06,
2018-07-06,
2018-07-07,0.5470287756063585
2018-07-07,
2018-07-07,
2018-07-07,0.524808601338661
2018-07-07,
2018-07-07,
2018-07-07,
2018-07-08,
2018-07-08,
2018-07-08,
2018-07-09,
2018-07-09,
2018-07-09,
2018-07-10,
2018-07-10,
2018-07-10,
2018-07-10,0.6041130622247634
2018-07-10,
2018-07-10,
2018-07-10,0.5348393318996106
2018-07-10,
2018-07-11,0.6014357575882534
2018-07-11,
2018-07-11,
2018-07-11,
2018-07-11,0.625997469375519
2018-07-11,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-13,
2018-07-13,
2018-07-13,
2018-07-13,
2018-07-14,
2018-07-14,0.6179896831312895
2018-07-14,
2018-07-14,
2018-07-14,
2018-07-15,0.5820213784357432
2018-07-15,
2018-07-15,0.597869936120517
2018-07-16,
2018-07-17,
2018-07-17,
2018-07-18,
2018-07-18,
2018-07-18,0.6215132833601644
2018-07-18,
2018-07-18,
2018-07-18,
2018-07-18,
2018-07-18,0.586695635681824
2018-07-19,
2018-07-19,0.5889762866540403
2018-07-19,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-22,0.5874132030574079
2018-07-22,
2018-07-22,
2018-07-22,0.6238687494754451
2018-07-23,
2018-07-23,
2018-07-23,0.6174397968336816
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,0.5913310466350948
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-26,0.5868666836319727
2018-07-26,
2018-07-26,
2018-07-26,0.5915857319333055
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-27,0.6104751058937301
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,0.5884939077533887
2018-07-27,
2018-07-27,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,0.5861685396957032
2018-07-30,
2018-07-30,0.5881521693773178
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,0.5889119617950705
2018-07-30,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,0.5596651042711692
2018-07-31,
