ndwi,mndwi,ndci,date
,,,30-07-2021
,,,01-08-2021
,,,02-08-2021
,,,03-08-2021
,,,04-08-2021
,,,05-08-2021
,,,06-08-2021
,,,07-08-2021
,,,08-08-2021
,,,09-08-2021
,,,10-08-2021
,,,11-08-2021
,,,12-08-2021
,,,13-08-2021
,,,14-08-2021
,,,15-08-2021
,,,16-08-2021
,,,17-08-2021
,,,18-08-2021
,,,19-08-2021
,,,20-08-2021
,,,21-08-2021
,,,22-08-2021
,,,23-08-2021
,,,24-08-2021
,,,25-08-2021
,,,26-08-2021
,,,27-08-2021
,,,28-08-2021
,,,29-08-2021
,,,30-08-2021
,,,01-09-2021
,,,02-09-2021
,,,03-09-2021
,,,04-09-2021
,,,05-09-2021
,,,06-09-2021
,,,07-09-2021
,,,08-09-2021
,,,09-09-2021
,,,10-09-2021
,,,11-09-2021
,,,12-09-2021
,,,13-09-2021
,,,14-09-2021
,,,15-09-2021
,,,16-09-2021
,,,17-09-2021
,,,18-09-2021
,,,19-09-2021
,,,20-09-2021
,,,21-09-2021
,,,22-09-2021
,,,23-09-2021
,,,24-09-2021
,,,25-09-2021
,,,26-09-2021
,,,27-09-2021
,,,28-09-2021
,,,29-09-2021
,,,30-09-2021
,,,02-10-2021
,,,03-10-2021
,,,04-10-2021
,,,05-10-2021
,,,06-10-2021
,,,07-10-2021
,,,08-10-2021
,,,09-10-2021
,,,10-10-2021
,,,11-10-2021
,,,12-10-2021
0.414045305,0.128233595,0.477701396,13-10-2021
,,,14-10-2021
,,,15-10-2021
,,,16-10-2021
,,,17-10-2021
,,,18-10-2021
,,,19-10-2021
,,,20-10-2021
,,,21-10-2021
,,,22-10-2021
0.169285707,0.117804383,0.18567159,23-10-2021
,,,24-10-2021
,,,25-10-2021
,,,26-10-2021
,,,27-10-2021
0.212696032,0.148014149,0.257131525,28-10-2021
,,,29-10-2021
,,,30-10-2021
,,,01-11-2021
0.33986097,0.223698117,0.388252699,02-11-2021
,,,03-11-2021
,,,04-11-2021
,,,05-11-2021
,,,06-11-2021
0.002675416,0.05604273,0.007351581,07-11-2021
,,,08-11-2021
,,,09-11-2021
,,,10-11-2021
,,,11-11-2021
0.359497272,0.199214117,0.401959735,12-11-2021
,,,13-11-2021
,,,14-11-2021
,,,15-11-2021
,,,16-11-2021
,,,17-11-2021
,,,18-11-2021
,,,19-11-2021
,,,20-11-2021
,,,21-11-2021
,,,22-11-2021
,,,23-11-2021
,,,24-11-2021
,,,25-11-2021
,,,26-11-2021
0.383036235,0.238972526,0.457315786,27-11-2021
,,,28-11-2021
,,,29-11-2021
,,,30-11-2021
,,,02-12-2021
,,,03-12-2021
,,,04-12-2021
,,,05-12-2021
,,,06-12-2021
0.391026022,0.357656668,0.41777308,07-12-2021
,,,08-12-2021
,,,09-12-2021
,,,10-12-2021
,,,11-12-2021
0.380687037,0.212476133,0.412059721,12-12-2021
,,,13-12-2021
,,,14-12-2021
,,,15-12-2021
,,,16-12-2021
,,,17-12-2021
,,,18-12-2021
,,,19-12-2021
,,,20-12-2021
,,,21-12-2021
0.348975426,0.251375624,0.390395916,22-12-2021
,,,23-12-2021
,,,24-12-2021
,,,25-12-2021
,,,26-12-2021
0.330929614,-0.028457971,0.37977818,27-12-2021
,,,28-12-2021
,,,29-12-2021
,,,30-12-2021
,,,01-01-2022
,,,02-01-2022
,,,03-01-2022
,,,04-01-2022
,,,05-01-2022
,,,06-01-2022
,,,07-01-2022
,,,08-01-2022
,,,09-01-2022
,,,10-01-2022
,,,11-01-2022
,,,12-01-2022
,,,13-01-2022
,,,14-01-2022
,,,15-01-2022
,,,16-01-2022
,,,17-01-2022
,,,18-01-2022
,,,19-01-2022
,,,20-01-2022
0.290892026,-0.049077935,0.409156416,21-01-2022
,,,22-01-2022
,,,23-01-2022
,,,24-01-2022
,,,25-01-2022
0.048492926,0.042536202,0.081300546,26-01-2022
,,,27-01-2022
,,,28-01-2022
,,,29-01-2022
,,,30-01-2022
,,,01-02-2022
,,,02-02-2022
,,,03-02-2022
,,,04-02-2022
0.024497699,0.016554665,0.045398007,05-02-2022
,,,06-02-2022
,,,07-02-2022
,,,08-02-2022
,,,09-02-2022
,,,10-02-2022
,,,11-02-2022
,,,12-02-2022
,,,13-02-2022
,,,14-02-2022
0.093818227,0.057535203,0.099539357,15-02-2022
,,,16-02-2022
,,,17-02-2022
,,,18-02-2022
,,,19-02-2022
,,,20-02-2022
,,,21-02-2022
,,,22-02-2022
,,,23-02-2022
,,,24-02-2022
,,,25-02-2022
,,,26-02-2022
,,,27-02-2022
,,,28-02-2022
,,,01-03-2022
,,,02-03-2022
,,,04-03-2022
,,,05-03-2022
,,,06-03-2022
,,,07-03-2022
,,,08-03-2022
,,,09-03-2022
,,,10-03-2022
,,,11-03-2022
,,,12-03-2022
,,,13-03-2022
,,,14-03-2022
,,,15-03-2022
,,,16-03-2022
,,,17-03-2022
,,,18-03-2022
,,,19-03-2022
,,,20-03-2022
,,,21-03-2022
0.031348996,-0.002101351,0.027470175,22-03-2022
,,,23-03-2022
,,,24-03-2022
,,,25-03-2022
,,,26-03-2022
0.019574379,-0.013941889,0.031256356,27-03-2022
,,,28-03-2022
,,,29-03-2022
,,,30-03-2022
-0.018371376,-0.059762061,-0.029208785,01-04-2022
,,,02-04-2022
,,,03-04-2022
,,,04-04-2022
,,,05-04-2022
0.021375406,-0.021526634,0.029961352,06-04-2022
,,,07-04-2022
,,,08-04-2022
,,,09-04-2022
,,,10-04-2022
,,,11-04-2022
,,,12-04-2022
,,,13-04-2022
,,,14-04-2022
,,,15-04-2022
-0.009992812,-0.01803364,-0.046082947,16-04-2022
,,,17-04-2022
,,,18-04-2022
,,,19-04-2022
,,,20-04-2022
,,,21-04-2022
,,,22-04-2022
,,,23-04-2022
,,,24-04-2022
,,,25-04-2022
-0.005289143,-0.007644635,-0.03941421,26-04-2022
,,,27-04-2022
,,,28-04-2022
,,,29-04-2022
,,,30-04-2022
,,,02-05-2022
,,,03-05-2022
,,,04-05-2022
,,,05-05-2022
-0.055539139,-0.048468917,-0.105405769,06-05-2022
,,,07-05-2022
,,,08-05-2022
,,,09-05-2022
,,,10-05-2022
-0.073242014,-0.082914407,-0.116521564,11-05-2022
,,,12-05-2022
,,,13-05-2022
,,,14-05-2022
,,,15-05-2022
-0.042735188,-0.040965813,-0.088135274,16-05-2022
,,,17-05-2022
,,,18-05-2022
,,,19-05-2022
,,,20-05-2022
-0.043780766,-0.052773226,-0.093358339,21-05-2022
,,,22-05-2022
,,,23-05-2022
,,,24-05-2022
,,,25-05-2022
-0.037161156,-0.038854359,-0.079720933,26-05-2022
,,,27-05-2022
,,,28-05-2022
,,,29-05-2022
,,,30-05-2022
,,,01-06-2022
,,,02-06-2022
,,,03-06-2022
,,,04-06-2022
,,,05-06-2022
,,,06-06-2022
,,,07-06-2022
,,,08-06-2022
,,,09-06-2022
,,,10-06-2022
,,,11-06-2022
,,,12-06-2022
,,,13-06-2022
,,,14-06-2022
,,,15-06-2022
,,,16-06-2022
,,,17-06-2022
,,,18-06-2022
,,,19-06-2022
,,,20-06-2022
,,,21-06-2022
,,,22-06-2022
,,,23-06-2022
,,,24-06-2022
,,,25-06-2022
,,,26-06-2022
,,,27-06-2022
,,,28-06-2022
,,,29-06-2022
,,,30-06-2022
,,,02-07-2022
,,,03-07-2022
,,,04-07-2022
,,,05-07-2022
,,,06-07-2022
,,,07-07-2022
,,,08-07-2022
,,,09-07-2022
,,,10-07-2022
,,,11-07-2022
,,,12-07-2022
,,,13-07-2022
,,,14-07-2022
,,,15-07-2022
,,,16-07-2022
,,,17-07-2022
,,,18-07-2022
,,,19-07-2022
,,,20-07-2022
,,,21-07-2022
,,,22-07-2022
,,,23-07-2022
,,,24-07-2022
,,,25-07-2022
,,,26-07-2022
,,,27-07-2022
,,,28-07-2022
,,,29-07-2022
,,,30-07-2022
,,,01-08-2022
,,,02-08-2022
,,,03-08-2022
,,,04-08-2022
,,,05-08-2022
,,,06-08-2022
,,,07-08-2022
,,,08-08-2022
,,,09-08-2022
,,,10-08-2022
,,,11-08-2022
,,,12-08-2022
,,,13-08-2022
,,,14-08-2022
,,,15-08-2022
,,,16-08-2022
,,,17-08-2022
,,,18-08-2022
,,,19-08-2022
,,,20-08-2022
,,,21-08-2022
,,,22-08-2022
,,,23-08-2022
,,,24-08-2022
,,,25-08-2022
,,,26-08-2022
,,,27-08-2022
,,,28-08-2022
,,,29-08-2022
,,,30-08-2022
,,,01-09-2022
,,,02-09-2022
,,,03-09-2022
,,,04-09-2022
,,,05-09-2022
,,,06-09-2022
,,,07-09-2022
,,,08-09-2022
,,,09-09-2022
,,,10-09-2022
,,,11-09-2022
,,,12-09-2022
,,,13-09-2022
,,,14-09-2022
,,,15-09-2022
,,,16-09-2022
,,,17-09-2022
,,,18-09-2022
,,,19-09-2022
,,,20-09-2022
,,,21-09-2022
,,,22-09-2022
,,,23-09-2022
,,,24-09-2022
,,,25-09-2022
,,,26-09-2022
,,,27-09-2022
,,,28-09-2022
,,,29-09-2022
,,,30-09-2022
,,,02-10-2022
0.067794088,0.029432551,0.111840805,03-10-2022
,,,04-10-2022
,,,05-10-2022
,,,06-10-2022
,,,07-10-2022
,,,08-10-2022
,,,09-10-2022
,,,10-10-2022
,,,11-10-2022
,,,12-10-2022
0.065311326,0.012002456,0.119130978,13-10-2022
,,,14-10-2022
,,,15-10-2022
,,,16-10-2022
,,,17-10-2022
0.083654685,0.025598769,0.129964375,18-10-2022
,,,19-10-2022
,,,20-10-2022
,,,21-10-2022
,,,22-10-2022
0.063327063,0.02985688,0.102530599,23-10-2022
,,,24-10-2022
,,,25-10-2022
,,,26-10-2022
,,,27-10-2022
0.042060867,0.01397874,0.082797816,28-10-2022
,,,29-10-2022
,,,30-10-2022
,,,01-11-2022
0.053139589,0.025570149,0.086246245,02-11-2022
,,,03-11-2022
,,,04-11-2022
,,,05-11-2022
,,,06-11-2022
0.07516569,0.032844315,0.119970617,07-11-2022
,,,08-11-2022
,,,09-11-2022
,,,10-11-2022
,,,11-11-2022
0.1407203,0.085639295,0.198222632,12-11-2022
,,,13-11-2022
,,,14-11-2022
,,,15-11-2022
,,,16-11-2022
,,,17-11-2022
,,,18-11-2022
,,,19-11-2022
,,,20-11-2022
,,,21-11-2022
,,,22-11-2022
,,,23-11-2022
,,,24-11-2022
,,,25-11-2022
,,,26-11-2022
0.051060641,0.023245749,0.082013139,27-11-2022
,,,28-11-2022
,,,29-11-2022
,,,30-11-2022
,,,02-12-2022
,,,03-12-2022
,,,04-12-2022
,,,05-12-2022
,,,06-12-2022
0.03008867,0.007375431,0.04222198,07-12-2022
,,,08-12-2022
,,,09-12-2022
,,,10-12-2022
,,,11-12-2022
,,,12-12-2022
,,,13-12-2022
,,,14-12-2022
,,,15-12-2022
,,,16-12-2022
0.053409583,0.024365193,0.080328638,17-12-2022
,,,18-12-2022
,,,19-12-2022
,,,20-12-2022
,,,21-12-2022
0.059256696,0.023926109,0.099236948,22-12-2022
,,,23-12-2022
,,,24-12-2022
,,,25-12-2022
,,,26-12-2022
0.090147901,0.03747777,0.095932401,27-12-2022
,,,28-12-2022
,,,29-12-2022
,,,30-12-2022
,,,31-12-2022
