ndwi,mndwi,ndci,date
0.16737655,0.086678364,-0.122855924,06-05-2021
,,,07-05-2021
,,,08-05-2021
,,,09-05-2021
,,,10-05-2021
0.203717817,0.086548514,-0.1256999,11-05-2021
,,,12-05-2021
,,,13-05-2021
,,,14-05-2021
,,,15-05-2021
0.18392028,0.079616062,-0.124082198,16-05-2021
,,,17-05-2021
,,,18-05-2021
,,,19-05-2021
,,,20-05-2021
0.076204235,0.010000008,-0.0553294,21-05-2021
,,,22-05-2021
,,,23-05-2021
,,,24-05-2021
,,,25-05-2021
0.071164849,0.010608545,-0.054936103,26-05-2021
,,,27-05-2021
,,,28-05-2021
,,,29-05-2021
,,,30-05-2021
,,,31-05-2021
,,,01-06-2021
,,,02-06-2021
,,,03-06-2021
,,,04-06-2021
,,,05-06-2021
,,,06-06-2021
,,,07-06-2021
,,,08-06-2021
,,,09-06-2021
,,,10-06-2021
,,,11-06-2021
,,,12-06-2021
,,,13-06-2021
,,,14-06-2021
,,,15-06-2021
,,,16-06-2021
,,,17-06-2021
,,,18-06-2021
,,,19-06-2021
,,,20-06-2021
,,,21-06-2021
,,,22-06-2021
,,,23-06-2021
,,,24-06-2021
,,,25-06-2021
,,,26-06-2021
,,,27-06-2021
,,,28-06-2021
,,,29-06-2021
,,,30-06-2021
,,,01-07-2021
,,,02-07-2021
,,,03-07-2021
,,,04-07-2021
,,,05-07-2021
,,,06-07-2021
,,,07-07-2021
,,,08-07-2021
,,,09-07-2021
,,,10-07-2021
,,,11-07-2021
,,,12-07-2021
,,,13-07-2021
,,,14-07-2021
,,,15-07-2021
,,,16-07-2021
,,,17-07-2021
,,,18-07-2021
,,,19-07-2021
,,,20-07-2021
,,,21-07-2021
,,,22-07-2021
,,,23-07-2021
,,,24-07-2021
,,,25-07-2021
,,,26-07-2021
,,,27-07-2021
,,,28-07-2021
,,,29-07-2021
,,,30-07-2021
,,,31-07-2021
,,,01-08-2021
,,,02-08-2021
,,,03-08-2021
,,,04-08-2021
,,,05-08-2021
,,,06-08-2021
,,,07-08-2021
,,,08-08-2021
,,,09-08-2021
,,,10-08-2021
,,,11-08-2021
,,,12-08-2021
,,,13-08-2021
,,,14-08-2021
,,,15-08-2021
,,,16-08-2021
,,,17-08-2021
,,,18-08-2021
,,,19-08-2021
,,,20-08-2021
,,,21-08-2021
,,,22-08-2021
,,,23-08-2021
,,,24-08-2021
,,,25-08-2021
,,,26-08-2021
,,,27-08-2021
,,,28-08-2021
,,,29-08-2021
,,,30-08-2021
,,,31-08-2021
,,,01-09-2021
,,,02-09-2021
,,,03-09-2021
,,,04-09-2021
,,,05-09-2021
,,,06-09-2021
,,,07-09-2021
,,,08-09-2021
,,,09-09-2021
,,,10-09-2021
,,,11-09-2021
,,,12-09-2021
,,,13-09-2021
,,,14-09-2021
,,,15-09-2021
,,,16-09-2021
,,,17-09-2021
,,,18-09-2021
,,,19-09-2021
,,,20-09-2021
,,,21-09-2021
,,,22-09-2021
,,,23-09-2021
,,,24-09-2021
,,,25-09-2021
,,,26-09-2021
,,,27-09-2021
,,,28-09-2021
,,,29-09-2021
,,,30-09-2021
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,01-10-2021
,,,02-10-2021
,,,03-10-2021
,,,04-10-2021
,,,05-10-2021
,,,06-10-2021
,,,07-10-2021
,,,08-10-2021
,,,09-10-2021
,,,10-10-2021
,,,11-10-2021
,,,12-10-2021
0.416463592,0.134337957,-0.258049833,13-10-2021
,,,14-10-2021
,,,15-10-2021
,,,16-10-2021
,,,17-10-2021
,,,18-10-2021
,,,19-10-2021
,,,20-10-2021
,,,21-10-2021
,,,22-10-2021
0.062672964,0.03565736,-0.102826672,23-10-2021
,,,24-10-2021
,,,25-10-2021
,,,26-10-2021
,,,27-10-2021
0.172409443,0.072842821,-0.127591676,28-10-2021
,,,29-10-2021
,,,30-10-2021
,,,31-10-2021
,,,01-11-2021
0.210215084,0.095012842,-0.14859604,02-11-2021
,,,03-11-2021
,,,04-11-2021
,,,05-11-2021
,,,06-11-2021
-0.012040129,0.008874133,-0.046908894,07-11-2021
,,,08-11-2021
,,,09-11-2021
,,,10-11-2021
,,,11-11-2021
0.242790446,0.084178322,-0.132879958,12-11-2021
,,,13-11-2021
,,,14-11-2021
,,,15-11-2021
,,,16-11-2021
,,,17-11-2021
,,,18-11-2021
,,,19-11-2021
,,,20-11-2021
,,,21-11-2021
,,,22-11-2021
,,,23-11-2021
,,,24-11-2021
,,,25-11-2021
,,,26-11-2021
0.321360735,0.140266355,-0.21785271,27-11-2021
,,,28-11-2021
,,,29-11-2021
,,,30-11-2021
,,,01-12-2021
,,,02-12-2021
,,,03-12-2021
,,,04-12-2021
,,,05-12-2021
,,,06-12-2021
0.071093507,0.049419116,-0.092518462,07-12-2021
,,,08-12-2021
,,,09-12-2021
,,,10-12-2021
,,,11-12-2021
0.230128236,0.078872294,-0.134249911,12-12-2021
,,,13-12-2021
,,,14-12-2021
,,,15-12-2021
,,,16-12-2021
,,,17-12-2021
,,,18-12-2021
,,,19-12-2021
,,,20-12-2021
,,,21-12-2021
0.178820937,0.090888277,-0.154702263,22-12-2021
,,,23-12-2021
,,,24-12-2021
,,,25-12-2021
,,,26-12-2021
0.419351214,0.106172788,-0.211783872,27-12-2021
,,,28-12-2021
,,,29-12-2021
,,,30-12-2021
,,,31-12-2021
,,,01-01-2022
,,,02-01-2022
,,,03-01-2022
,,,04-01-2022
,,,05-01-2022
,,,06-01-2022
,,,07-01-2022
,,,08-01-2022
,,,09-01-2022
,,,10-01-2022
,,,11-01-2022
,,,12-01-2022
,,,13-01-2022
,,,14-01-2022
,,,15-01-2022
,,,16-01-2022
,,,17-01-2022
,,,18-01-2022
,,,19-01-2022
,,,20-01-2022
0.541582452,0.244003039,-0.315418605,21-01-2022
,,,22-01-2022
,,,23-01-2022
,,,24-01-2022
,,,25-01-2022
0.079787441,0.053982951,-0.066110815,26-01-2022
,,,27-01-2022
,,,28-01-2022
,,,29-01-2022
,,,30-01-2022
0.084825587,0.053195201,-0.071579338,31-01-2022
,,,01-02-2022
,,,02-02-2022
,,,03-02-2022
,,,04-02-2022
0.086298884,0.044195927,-0.078024184,05-02-2022
,,,06-02-2022
,,,07-02-2022
,,,08-02-2022
,,,09-02-2022
,,,10-02-2022
,,,11-02-2022
,,,12-02-2022
,,,13-02-2022
,,,14-02-2022
0.039963679,0.015394365,-0.045667337,15-02-2022
,,,16-02-2022
,,,17-02-2022
,,,18-02-2022
,,,19-02-2022
0.106730779,0.048901343,-0.076898001,20-02-2022
,,,21-02-2022
,,,22-02-2022
,,,23-02-2022
,,,24-02-2022
,,,25-02-2022
,,,26-02-2022
,,,27-02-2022
,,,28-02-2022
,,,01-03-2022
,,,02-03-2022
,,,03-03-2022
,,,04-03-2022
,,,05-03-2022
,,,06-03-2022
,,,07-03-2022
,,,08-03-2022
,,,09-03-2022
,,,10-03-2022
,,,11-03-2022
,,,12-03-2022
,,,13-03-2022
,,,14-03-2022
,,,15-03-2022
,,,16-03-2022
,,,17-03-2022
,,,18-03-2022
,,,19-03-2022
,,,20-03-2022
,,,21-03-2022
0.080636973,0.020245385,-0.056330505,22-03-2022
,,,23-03-2022
,,,24-03-2022
,,,25-03-2022
,,,26-03-2022
0.116163023,0.041528302,-0.075418012,27-03-2022
,,,28-03-2022
,,,29-03-2022
,,,30-03-2022
,,,31-03-2022
0.096069683,0.016052662,-0.053087111,01-04-2022
,,,02-04-2022
,,,03-04-2022
,,,04-04-2022
,,,05-04-2022
0.117589811,0.038108228,-0.07672502,06-04-2022
,,,07-04-2022
,,,08-04-2022
,,,09-04-2022
,,,10-04-2022
,,,11-04-2022
,,,12-04-2022
,,,13-04-2022
,,,14-04-2022
,,,15-04-2022
0.019857723,-0.020044396,-0.013242498,16-04-2022
,,,17-04-2022
,,,18-04-2022
,,,19-04-2022
,,,20-04-2022
,,,21-04-2022
,,,22-04-2022
,,,23-04-2022
,,,24-04-2022
,,,25-04-2022
0.010280153,-0.018964753,-0.007887316,26-04-2022
,,,27-04-2022
,,,28-04-2022
,,,29-04-2022
,,,30-04-2022
-0.02283462,-0.033209058,-0.000397929,01-05-2022
,,,02-05-2022
,,,03-05-2022
,,,04-05-2022
,,,05-05-2022
-0.00804636,-0.034032636,0.002237962,06-05-2022
,,,07-05-2022
,,,08-05-2022
,,,09-05-2022
,,,10-05-2022
,,,11-05-2022
,,,12-05-2022
,,,13-05-2022
,,,14-05-2022
,,,15-05-2022
-0.001995876,-0.028795115,-0.00363332,16-05-2022
,,,17-05-2022
,,,18-05-2022
,,,19-05-2022
,,,20-05-2022
-0.001830566,-0.032032633,-0.00711468,21-05-2022
,,,22-05-2022
,,,23-05-2022
,,,24-05-2022
,,,25-05-2022
-0.000217238,-0.026114351,-0.015500821,26-05-2022
,,,27-05-2022
,,,28-05-2022
,,,29-05-2022
,,,30-05-2022
-0.017156394,-0.042608107,-0.007224671,31-05-2022
,,,01-06-2022
,,,02-06-2022
,,,03-06-2022
,,,04-06-2022
,,,05-06-2022
,,,06-06-2022
,,,07-06-2022
,,,08-06-2022
,,,09-06-2022
,,,10-06-2022
,,,11-06-2022
,,,12-06-2022
,,,13-06-2022
,,,14-06-2022
,,,15-06-2022
,,,16-06-2022
,,,17-06-2022
,,,18-06-2022
,,,19-06-2022
,,,20-06-2022
,,,21-06-2022
,,,22-06-2022
,,,23-06-2022
,,,24-06-2022
,,,25-06-2022
,,,26-06-2022
,,,27-06-2022
,,,28-06-2022
,,,29-06-2022
,,,30-06-2022
,,,01-07-2022
,,,02-07-2022
,,,03-07-2022
,,,04-07-2022
,,,05-07-2022
,,,06-07-2022
,,,07-07-2022
,,,08-07-2022
,,,09-07-2022
,,,10-07-2022
,,,11-07-2022
,,,12-07-2022
,,,13-07-2022
,,,14-07-2022
,,,15-07-2022
,,,16-07-2022
,,,17-07-2022
,,,18-07-2022
,,,19-07-2022
,,,20-07-2022
,,,21-07-2022
,,,22-07-2022
,,,23-07-2022
,,,24-07-2022
,,,25-07-2022
,,,26-07-2022
,,,27-07-2022
,,,28-07-2022
,,,29-07-2022
,,,30-07-2022
,,,31-07-2022
,,,01-08-2022
,,,02-08-2022
,,,03-08-2022
,,,04-08-2022
,,,05-08-2022
,,,06-08-2022
,,,07-08-2022
,,,08-08-2022
,,,09-08-2022
,,,10-08-2022
,,,11-08-2022
,,,12-08-2022
,,,13-08-2022
,,,14-08-2022
,,,15-08-2022
,,,16-08-2022
,,,17-08-2022
,,,18-08-2022
,,,19-08-2022
,,,20-08-2022
,,,21-08-2022
,,,22-08-2022
,,,23-08-2022
,,,24-08-2022
,,,25-08-2022
,,,26-08-2022
,,,27-08-2022
,,,28-08-2022
,,,29-08-2022
,,,30-08-2022
,,,31-08-2022
,,,01-09-2022
,,,02-09-2022
,,,03-09-2022
,,,04-09-2022
,,,05-09-2022
,,,06-09-2022
,,,07-09-2022
,,,08-09-2022
,,,09-09-2022
,,,10-09-2022
,,,11-09-2022
,,,12-09-2022
,,,13-09-2022
,,,14-09-2022
,,,15-09-2022
,,,16-09-2022
,,,17-09-2022
,,,18-09-2022
,,,19-09-2022
,,,20-09-2022
,,,21-09-2022
,,,22-09-2022
,,,23-09-2022
,,,24-09-2022
,,,25-09-2022
,,,26-09-2022
,,,27-09-2022
,,,28-09-2022
,,,29-09-2022
,,,30-09-2022
,,,01-10-2022
,,,02-10-2022
0.085543132,0.050141587,-0.068094787,03-10-2022
,,,04-10-2022
,,,05-10-2022
,,,06-10-2022
,,,07-10-2022
,,,08-10-2022
,,,09-10-2022
,,,10-10-2022
,,,11-10-2022
,,,12-10-2022
0.11748503,0.0606569,-0.072993605,13-10-2022
,,,14-10-2022
,,,15-10-2022
,,,16-10-2022
,,,17-10-2022
0.102194374,0.052428582,-0.068923815,18-10-2022
,,,19-10-2022
,,,20-10-2022
,,,21-10-2022
,,,22-10-2022
0.081685436,0.046168186,-0.053590417,23-10-2022
,,,24-10-2022
,,,25-10-2022
,,,26-10-2022
,,,27-10-2022
0.07679054,0.046231755,-0.053352867,28-10-2022
,,,29-10-2022
,,,30-10-2022
,,,31-10-2022
,,,01-11-2022
0.069573572,0.03889484,-0.042696226,02-11-2022
,,,03-11-2022
,,,04-11-2022
,,,05-11-2022
,,,06-11-2022
0.082018032,0.050842461,-0.056547328,07-11-2022
,,,08-11-2022
,,,09-11-2022
,,,10-11-2022
,,,11-11-2022
0.102908112,0.065021352,-0.06431177,12-11-2022
,,,13-11-2022
,,,14-11-2022
,,,15-11-2022
,,,16-11-2022
,,,17-11-2022
,,,18-11-2022
,,,19-11-2022
,,,20-11-2022
,,,21-11-2022
,,,22-11-2022
,,,23-11-2022
,,,24-11-2022
,,,25-11-2022
,,,26-11-2022
0.06661638,0.036172959,-0.036277519,27-11-2022
,,,28-11-2022
,,,29-11-2022
,,,30-11-2022
,,,01-12-2022
,,,02-12-2022
,,,03-12-2022
,,,04-12-2022
,,,05-12-2022
,,,06-12-2022
,,,07-12-2022
,,,08-12-2022
,,,09-12-2022
,,,10-12-2022
,,,11-12-2022
,,,12-12-2022
,,,13-12-2022
,,,14-12-2022
,,,15-12-2022
,,,16-12-2022
0.062637397,0.031763552,-0.046158177,17-12-2022
,,,18-12-2022
,,,19-12-2022
,,,20-12-2022
,,,21-12-2022
0.08157047,0.046934159,-0.053291678,22-12-2022
,,,23-12-2022
,,,24-12-2022
,,,25-12-2022
,,,26-12-2022
0.049377253,0.011238053,-0.032683279,27-12-2022
,,,28-12-2022
,,,29-12-2022
,,,30-12-2022
,,,31-12-2022
